GISJOIN,YEAR,FSTATUS,REGION,DIVISION,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,URB_AREAA,AIANHHA,SEA,UATYPE,PLACDESC,CBD,AREANAME,SUPFLG01,SUPFPA03,SUPFLG04,SUPFLG05,SUPFLG06,PBSUM00,PBSUM01,PBSUM02,PBSUM03,PBSUM04,PBSUM05,PBSUM06,PBSUM07,PBSUM08,PBSUM09,PBSUM10,PBSUM11,PBSUM12,PBSUM13,PBSUM14,PBSUM15,PBSUM16,PBSUM17,PBSUM18,PBSUM19,PBSUM20,PBSUM21,PBSUM22,PBSUM23,PBSUM24,PBSUM25,PBSUM26,PBSUM27,PBSUM28,PBSUM29,PBSUM30,PBSUM31,PBSUM32,PBSUM33,PBSUM34,PBSUM35,PBSUM36,PBSUM37,PBSUM38,DR1001,DR1002,DR1003,DR1004,DR2001,DR2002,DR2003,DR2004,DR2005,DR2006,DR2007,DR2008,DR2009,DR2010,DR2011,DR2012,DR2013,DR3001,DR3002,DR3003,DR3004,DR3005,DR3006,DR3007,DR3008,DR3009,DR3010,DR3011,DR3012,DR3013,DR3014,DR3015,DR3016
"G1900810","1980","A","2","4","Iowa","19",,"Hancock","081",,,,,,,"02",,,,"HANCOCK COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",3281,691,1435,128,406,479,94,426,644,30,48,704,1267,714,279,231,210,1286,0,3,260,287,734,233,371,769,196,21,80,144,41,961,134
"G1900830","1980","A","2","4","Iowa","19",,"Hardin","083",,,,,,,"02",,,,"HARDIN COUNTY",,,,,,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1",5937,1275,1624,161,755,929,116,944,1118,66,65,1073,1244,984,660,453,497,1284,0,98,647,1126,362,332,727,1599,352,62,99,264,66,1626,312
"G1900850","1980","A","2","4","Iowa","19",,"Harrison","085",,,,,,,"01",,,,"HARRISON COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",3715,912,1457,136,359,582,81,455,864,25,36,880,1202,784,311,318,340,1217,6,56,433,263,288,598,304,1089,234,64,140,157,19,1228,153
"G1900870","1980","A","2","4","Iowa","19",,"Henry","087",,,,,,,"05",,,,"HENRY COUNTY",,,,,,"1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1",5328,1372,1080,122,720,703,117,678,1102,52,158,1037,892,1024,855,394,208,919,6,2,512,280,1359,461,318,1195,296,298,90,182,36,1716,256
"G1900890","1980","A","2","4","Iowa","19",,"Howard","089",,,,,,,"04",,,,"HOWARD COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","0","1","1","1","1","1",2301,498,1311,139,281,312,49,340,349,36,21,496,1130,484,412,212,148,1166,0,4,270,196,451,169,211,529,112,22,75,192,16,702,139
"G1900910","1980","A","2","4","Iowa","19",,"Humboldt","091",,,,,,,"02",,,,"HUMBOLDT COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1",3060,686,997,145,377,405,83,494,537,30,21,604,923,620,327,204,252,967,0,16,336,206,456,297,331,864,173,57,76,138,41,781,152
"G1900930","1980","A","2","4","Iowa","19",,"Ida","093",,,,,,,"01",,,,"IDA COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",1955,415,1099,119,291,354,32,277,384,19,19,375,1006,374,172,169,115,1033,0,11,255,152,281,124,203,503,154,18,43,93,20,612,72
"G1900950","1980","A","2","4","Iowa","19",,"Iowa","095",,,,,,,"05",,,,"IOWA COUNTY",,,,,,"1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","1","1","1","1","1","1","1","1","1","1",4736,901,1414,170,453,612,107,657,825,44,39,1110,1223,764,658,424,292,1320,0,19,428,268,1328,275,312,1380,275,43,93,266,15,1091,139
"G1900970","1980","A","2","4","Iowa","19",,"Jackson","097",,,,,,,"06",,,,"JACKSON COUNTY",,,,,,"1","1","0","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1",5825,1156,1581,244,558,792,154,543,959,55,59,1004,1350,1093,1193,556,496,1397,9,15,546,670,1501,440,514,1153,260,92,150,296,36,1505,231
"G1900990","1980","A","2","4","Iowa","19",,"Jasper","099",,,,,,,"05",,,,"JASPER COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1",11448,1873,2019,272,1368,1388,272,1346,2320,67,147,1947,1665,1711,1945,704,765,1743,0,21,625,631,3881,863,769,2415,717,235,160,550,92,2432,511
"G1901010","1980","A","2","4","Iowa","19",,"Jefferson","101",,,,,,,"03",,,,"JEFFERSON COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","1","0","0","0","0","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",4886,939,1208,102,680,830,126,651,1015,13,51,743,772,836,941,260,242,813,0,0,284,415,1490,305,321,1002,262,93,64,231,77,1576,226
"G1901030","1980","A","2","4","Iowa","19","3500","Johnson","103",,,,,,,"06",,,,"JOHNSON COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",20977,17974,2895,274,3648,9655,2526,3234,6985,196,370,6358,1648,3469,1654,1134,1318,1593,9,81,1673,2153,1437,1575,961,6590,1346,1194,442,1156,344,20396,1185
"G1901050","1980","A","2","4","Iowa","19",,"Jones","105",,,,,,,"06",,,,"JONES COUNTY",,,,,,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1",5249,1134,1594,181,466,788,95,554,958,31,172,755,1482,1085,939,476,374,1530,0,22,420,464,1588,334,447,1116,215,41,128,156,46,1292,368
"G1901070","1980","A","2","4","Iowa","19",,"Keokuk","107",,,,,,,"05",,,,"KEOKUK COUNTY",,,,,,"1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","0","1","1","1","1","1","1","1","1","1","1",2742,679,1314,146,364,361,43,324,515,31,18,651,1134,496,357,377,229,1217,0,32,294,136,489,268,332,769,157,46,85,121,18,836,98
"G1901090","1980","A","2","4","Iowa","19",,"Kossuth","109",,,,,,,"02",,,,"KOSSUTH COUNTY",,,,,,"1","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1",5030,924,2393,166,639,646,47,751,888,41,17,1002,2027,919,677,485,402,2152,0,10,523,313,889,388,607,1388,302,70,155,245,82,1339,113
"G1901110","1980","A","2","4","Iowa","19",,"Lee","111",,,,,,,"06",,,,"LEE COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","1","1","1","1","0","0","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",13553,2120,1805,151,1443,1557,418,1383,2373,69,304,1893,1109,2477,2623,1025,1029,1089,0,23,847,3412,2952,1503,396,2594,523,223,164,494,98,2598,816
"G1901130","1980","A","2","4","Iowa","19","1360","Linn","113",,,,,,,"F",,,,"LINN COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",66104,8836,4181,585,8289,9838,3005,8276,13667,251,817,8522,1741,9667,9349,2987,3423,1820,22,176,3753,6397,20056,4960,3567,12975,4898,1872,952,2103,582,13486,2243
"G1901150","1980","A","2","4","Iowa","19",,"Louisa","115",,,,,,,"06",,,,"LOUISA COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",3356,614,861,106,274,371,145,298,530,48,28,567,701,704,635,325,320,755,0,12,275,862,550,286,216,694,171,30,97,135,8,771,114
"G1901170","1980","A","2","4","Iowa","19",,"Lucas","117",,,,,,,"03",,,,"LUCAS COUNTY",,,,,,"1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","1","0","1","1","1","1","1","1","1","1","1","1",2563,721,830,38,309,376,77,435,518,50,25,502,540,534,243,263,303,547,18,23,367,89,224,290,468,810,135,34,61,172,21,783,157
"G1901190","1980","A","2","4","Iowa","19",,"Lyon","119",,,,,,,"01",,,,"LYON COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",2739,579,1557,256,298,481,74,308,464,38,19,632,1492,401,430,243,235,1509,0,8,310,356,286,237,337,663,106,12,71,128,2,966,138
"G1901210","1980","A","2","4","Iowa","19",,"Madison","121",,,,,,,"03",,,,"MADISON COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","1","1","1","1","1","0","1","1","1","1",3114,725,1123,110,403,390,85,473,719,27,13,605,912,653,222,338,223,948,0,40,375,231,285,344,249,943,369,52,60,190,15,832,168
"G1901230","1980","A","2","4","Iowa","19",,"Mahaska","123",,,,,,,"05",,,,"MAHASKA COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",6397,1149,1724,147,750,876,158,864,1077,44,83,1192,1227,1017,1046,631,460,1298,0,106,544,464,1500,478,358,1848,335,105,90,274,45,1711,257
"G1901250","1980","A","2","4","Iowa","19",,"Marion","125",,,,,,,"03",,,,"MARION COUNTY",,,,,,"1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1",8606,2202,1430,197,965,1330,324,900,1611,80,123,1757,1049,1221,1907,563,641,1103,0,68,617,746,2533,715,432,1696,535,80,108,317,77,3059,384
"G1901270","1980","A","2","4","Iowa","19",,"Marshall","127",,,,,,,"05",,,,"MARSHALL COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","1","0","0","0","0","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",13649,2690,2022,148,1687,2261,560,1628,2878,114,127,2438,1391,2285,1878,745,678,1497,0,47,711,763,4662,1260,720,2710,618,237,171,576,95,4100,419
"G1901290","1980","A","2","4","Iowa","19",,"Mills","129",,,,,,,"01",,,,"MILLS COUNTY",,,,,,"1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",2696,1570,803,137,429,662,70,320,630,31,22,1038,645,590,237,311,226,704,0,9,303,333,138,442,179,673,165,42,92,235,17,1659,199
"G1901310","1980","A","2","4","Iowa","19",,"Mitchell","131",,,,,,,"04",,,,"MITCHELL COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","0","1","1","1","1","1",2782,522,1244,171,337,396,51,359,374,29,7,735,1107,571,317,209,220,1127,0,0,304,337,310,196,269,687,123,51,66,184,20,942,66
"G1901330","1980","A","2","4","Iowa","19",,"Monona","133",,,,,,,"01",,,,"MONONA COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","0","1","1","1","1",2374,529,1286,161,363,266,11,407,445,20,28,595,1245,427,119,240,189,1295,0,5,290,180,109,278,268,820,175,27,60,93,20,614,137
"G1901350","1980","A","2","4","Iowa","19",,"Monroe","135",,,,,,,"03",,,,"MONROE COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",2318,559,691,41,212,246,125,258,416,17,13,482,578,418,459,214,147,605,0,15,212,205,689,148,158,570,62,29,37,112,36,601,125
"G1901370","1980","A","2","4","Iowa","19",,"Montgomery","137",,,,,,,"01",,,,"MONTGOMERY COUNTY",,,,,,"1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","1","0","0","1","0","1","1","1","1","1","1","1","1","1","1",3938,718,966,71,500,435,115,523,649,45,25,709,852,619,707,314,225,926,0,18,303,408,826,300,340,842,191,26,71,186,0,1045,189
"G1901390","1980","A","2","4","Iowa","19",,"Muscatine","139",,,,,,,"06",,,,"MUSCATINE COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","1","0","1","0","0","0","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",13410,2284,1450,207,1502,1716,454,1141,2422,43,196,2078,1099,2425,2346,877,994,1111,0,66,819,3553,2796,908,493,2314,550,192,259,443,87,3176,596
"G1901410","1980","A","2","4","Iowa","19",,"O Brien","141",,,,,,,"01",,,,"O'BRIEN COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",3870,894,1694,140,435,676,85,689,674,35,45,905,1378,744,304,330,319,1408,0,11,476,534,194,341,284,1284,234,44,107,163,43,1368,160
"G1901430","1980","A","2","4","Iowa","19",,"Osceola","143",,,,,,,"02",,,,"OSCEOLA COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1",1916,386,928,101,201,285,42,171,335,16,24,377,886,306,321,165,220,906,0,6,206,422,85,176,253,470,79,9,49,73,6,501,114
"G1901450","1980","A","2","4","Iowa","19",,"Page","145",,,,,,,"01",,,,"PAGE COUNTY",,,,,,"1","1","0","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1",5100,1375,1379,130,688,826,229,706,1037,45,57,1032,1164,777,646,444,334,1400,0,5,433,338,948,387,400,1394,333,100,111,232,28,1685,213
"G1901470","1980","A","2","4","Iowa","19",,"Palo Alto","147",,,,,,,"02",,,,"PALO ALTO COUNTY",,,,,,"1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","1","0","0","1","0","1","1","1","1","1","1","1","1","1","1",2750,808,1135,113,369,490,38,362,608,30,28,592,978,524,247,284,252,1046,0,0,258,222,272,303,270,808,150,8,66,112,23,1003,220
"G1901490","1980","A","2","4","Iowa","19",,"Plymouth","149",,,,,,,"01",,,,"PLYMOUTH COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",6227,1129,2353,230,739,935,134,969,1329,18,52,1251,2079,1142,418,487,485,2105,2,20,492,926,239,634,704,1710,449,82,163,256,44,1889,260
"G1901510","1980","A","2","4","Iowa","19",,"Pocahontas","151",,,,,,,"02",,,,"POCAHONTAS COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",2352,612,1204,103,378,416,57,342,408,30,19,574,1000,433,240,235,179,1059,0,24,231,136,380,213,292,648,144,40,69,109,11,796,139
"G1901530","1980","A","2","4","Iowa","19","2120","Polk","153",,,,,,,"C",,,,"POLK COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",114482,23261,6677,494,18794,18479,3818,17106,33047,540,1780,15979,1213,14665,8629,5521,5280,1482,5,90,7375,11393,8810,11830,9025,25855,16669,4148,2108,4432,1530,30166,9696
"G1901550","1980","A","2","4","Iowa","19","5920","Pottawattamie","155",,,,,,,"B",,,,"POTTAWATTAMIE COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",28203,4689,3223,330,3251,3322,833,3707,6959,91,433,4226,2074,4709,2612,2408,1916,2218,6,46,1923,2767,2911,5331,2051,6328,2756,618,715,976,185,6629,1108
"G1901570","1980","A","2","4","Iowa","19",,"Poweshiek","157",,,,,,,"05",,,,"POWESHIEK COUNTY",,,,,,"1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1",5730,914,1525,118,658,936,117,750,1255,38,41,1058,1164,785,761,359,386,1209,0,2,404,414,1052,742,308,1343,458,63,126,189,44,1794,160
"G1901590","1980","A","2","4","Iowa","19",,"Ringgold","159",,,,,,,"03",,,,"RINGGOLD COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","1","1","1","0","1","1","1","1",1087,451,845,44,149,230,20,163,213,4,3,369,729,213,121,131,91,741,0,4,140,86,91,131,128,327,42,10,40,74,7,503,108
"G1901610","1980","A","2","4","Iowa","19",,"Sac","161",,,,,,,"01",,,,"SAC COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",3317,716,1454,141,512,452,61,410,563,60,17,648,1292,691,388,264,271,1345,0,10,342,424,431,237,402,765,228,36,61,192,27,1018,144
"G1901630","1980","A","2","4","Iowa","19","1960","Scott","163",,,,,,,"D",,,,"SCOTT COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",55420,11145,3907,264,7721,8528,1863,7803,12045,240,876,8096,1244,9305,6455,3626,2966,1321,0,98,3465,4106,14126,4357,4493,12203,3636,1478,937,2062,558,12894,5017
"G1901650","1980","A","2","4","Iowa","19",,"Shelby","165",,,,,,,"01",,,,"SHELBY COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",3392,710,1637,116,426,575,142,518,547,33,23,685,1341,703,270,311,262,1390,0,24,363,340,193,382,467,869,199,10,96,180,23,1159,151
"G1901670","1980","A","2","4","Iowa","19",,"Sioux","167",,,,,,,"01",,,,"SIOUX COUNTY",,,,,,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1",8109,1343,2687,339,932,1203,187,1012,1253,107,74,1676,2343,1504,1007,630,596,2482,0,27,911,1129,798,535,757,1752,348,63,230,352,83,2752,269
"G1901690","1980","A","2","4","Iowa","19",,"Story","169",,,,,,,"02",,,,"STORY COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",17496,13038,2361,213,3053,6526,1736,3223,5281,125,274,4599,1639,3099,1573,827,1168,1699,19,36,1531,985,2178,1401,1003,6000,1383,1002,344,1052,345,11825,2287
"G1901710","1980","A","2","4","Iowa","19",,"Tama","171",,,,,,,"05",,,,"TAMA COUNTY",,,,,,"1","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1",4414,1119,1675,232,561,626,80,521,791,25,44,986,1529,900,563,550,306,1608,0,21,479,317,925,501,352,1152,269,52,57,169,28,1276,283
"G1901730","1980","A","2","4","Iowa","19",,"Taylor","173",,,,,,,"03",,,,"TAYLOR COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","0","1","1","1","1",1632,512,943,113,173,239,39,218,363,18,12,406,844,313,283,183,116,872,0,13,153,172,265,187,207,421,128,9,67,50,4,565,89
"G1901750","1980","A","2","4","Iowa","19",,"Union","175",,,,,,,"03",,,,"UNION COUNTY",,,,,,"1","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","1","1","0","0","1","0","1","1","1","1","1","1","1","1","1","1",3369,1131,904,69,445,498,178,577,753,41,25,680,674,607,377,361,224,686,0,10,363,165,532,559,298,930,265,47,36,152,19,1180,219
"G1901770","1980","A","2","4","Iowa","19",,"Van Buren","177",,,,,,,"03",,,,"VAN BUREN COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",1746,485,861,179,146,221,29,191,398,28,16,315,822,330,464,187,141,840,0,27,125,236,500,213,158,339,131,27,35,67,5,506,90
"G1901790","1980","A","2","4","Iowa","19",,"Wapello","179",,,,,,,"03",,,,"WAPELLO COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1",11288,2335,1314,117,1223,1593,363,1349,2156,111,190,1909,692,2023,1605,909,904,664,0,16,715,1167,2787,1268,381,2701,544,151,133,479,102,3253,647
"G1901810","1980","A","2","4","Iowa","19","2120","Warren","181",,,,,,,"03",,,,"WARREN COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",11342,2573,1552,99,1557,1448,381,1697,3268,63,107,1548,1031,1928,1100,806,643,1094,0,20,943,1431,988,1477,816,2491,1615,291,217,440,88,2740,940
"G1901830","1980","A","2","4","Iowa","19",,"Washington","183",,,,,,,"05",,,,"WASHINGTON COUNTY",,,,,,"1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1",5592,1463,1611,119,710,810,188,711,1068,40,51,1116,1342,1136,759,418,444,1395,0,21,564,732,835,428,374,1444,292,107,199,270,19,1876,260
"G1901850","1980","A","2","4","Iowa","19",,"Wayne","185",,,,,,,"03",,,,"WAYNE COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",1491,548,838,79,194,255,56,215,351,25,16,390,663,322,145,187,159,705,0,15,134,140,189,216,183,477,114,9,43,94,5,545,85
"G1901870","1980","A","2","4","Iowa","19",,"Webster","187",,,,,,,"02",,,,"WEBSTER COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",15050,2483,2210,164,1493,2106,317,2488,2844,126,208,3029,1378,2535,1218,1072,1119,1466,4,27,926,2226,1632,1315,1425,3726,956,320,234,707,168,4229,568
"G1901890","1980","A","2","4","Iowa","19",,"Winnebago","189",,,,,,,"04",,,,"WINNEBAGO COUNTY",,,,,,"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1",3416,661,1040,82,418,551,61,424,576,27,35,755,798,694,395,232,234,807,0,0,239,169,991,216,236,817,214,12,61,160,24,1108,141
"G1901910","1980","A","2","4","Iowa","19",,"Winneshiek","191",,,,,,,"04",,,,"WINNESHIEK COUNTY",,,,,,"1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1",5639,1205,2153,300,525,936,180,724,928,48,41,1357,2133,1100,552,383,331,2185,12,17,542,344,738,352,502,1453,290,51,110,158,70,2240,200
"G1901930","1980","A","2","4","Iowa","19","7720","Woodbury","193",,,,,,,"A",,,,"WOODBURY COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","1","0","1","1","1","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",32406,5444,3453,223,4456,5030,1036,5159,6552,219,453,5189,1599,5433,2184,1953,2324,1697,2,20,2052,4544,2104,3816,2689,8146,2816,632,627,1204,233,9281,1703
"G1901950","1980","A","2","4","Iowa","19",,"Worth","195",,,,,,,"04",,,,"WORTH COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",2349,408,769,108,238,299,54,261,484,15,21,431,707,463,221,241,178,705,0,10,256,157,487,160,231,529,137,65,51,98,13,613,98
"G1901970","1980","A","2","4","Iowa","19",,"Wright","197",,,,,,,"02",,,,"WRIGHT COUNTY",,,,,,"1","1","0","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","1","0","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1",4157,764,1358,157,602,584,74,565,691,60,36,695,1115,746,430,470,397,1171,0,2,472,620,394,571,426,1056,221,60,74,183,25,1034,164
"G2000010","1980","A","2","4","Kansas","20",,"Allen","001",,,,,,,"07",,,,"ALLEN COUNTY",,,,,,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1",4236,1015,937,127,476,567,143,496,911,16,43,757,571,923,733,329,327,605,0,180,443,736,812,385,279,853,261,35,80,141,26,1228,217
"G2000030","1980","A","2","4","Kansas","20",,"Anderson","003",,,,,,,"07",,,,"ANDERSON COUNTY",,,,,,"1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1",2038,510,730,62,212,260,66,247,392,29,24,355,602,586,289,123,112,594,0,56,392,214,251,215,149,461,115,11,74,75,13,593,92
"G2000050","1980","A","2","4","Kansas","20",,"Atchison","005",,,,,,,"06",,,,"ATCHISON COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",5055,944,711,78,608,777,130,435,1017,31,102,896,532,860,760,346,319,525,0,33,345,773,1028,427,236,862,177,64,70,114,7,1887,264
