GISJOIN,YEAR,FSTATUS,REGION,DIVISION,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,URB_AREAA,AIANHHA,SEA,UATYPE,PLACDESC,CBD,AREANAME,SUPFLG01,SUPFPA03,SUPFLG04,SUPFLG05,SUPFLG06,PBSUM00,PBSUM01,PBSUM02,PBSUM03,PBSUM04,PBSUM05,PBSUM06,PBSUM07,PBSUM08,PBSUM09,PBSUM10,PBSUM11,PBSUM12,PBSUM13,PBSUM14,PBSUM15,PBSUM16,PBSUM17,PBSUM18,PBSUM19,PBSUM20,PBSUM21,PBSUM22,PBSUM23,PBSUM24,PBSUM25,PBSUM26,PBSUM27,PBSUM28,PBSUM29,PBSUM30,PBSUM31,PBSUM32,PBSUM33,PBSUM34,PBSUM35,PBSUM36,PBSUM37,PBSUM38,DR1001,DR1002,DR1003,DR1004,DR2001,DR2002,DR2003,DR2004,DR2005,DR2006,DR2007,DR2008,DR2009,DR2010,DR2011,DR2012,DR2013,DR3001,DR3002,DR3003,DR3004,DR3005,DR3006,DR3007,DR3008,DR3009,DR3010,DR3011,DR3012,DR3013,DR3014,DR3015,DR3016
"G3600090","1980","A","1","2","New York","36",,"Cattaraugus","009",,,,,,,"03",,,,"CATTARAUGUS COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","0","1","1","0","0","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",23735,6054,2590,324,2375,3662,817,2447,4538,113,443,4628,1572,3987,4720,1988,1428,1543,14,266,1484,1684,8303,1842,1057,5057,877,282,336,957,208,7577,1272
"G3600110","1980","A","1","2","New York","36",,"Cayuga","011",,,,,,,"04",,,,"CAYUGA COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","0","0","0","1","0","0","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",21872,5477,2744,169,2188,3321,918,2271,4329,139,815,3276,1760,3968,4492,1614,1075,1743,8,36,1456,2623,6370,2020,1026,4127,976,314,351,819,179,6484,1885
"G3600130","1980","A","1","2","New York","36",,"Chautauqua","013",,,,,,,"03",,,,"CHAUTAUQUA COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",42885,10494,4596,439,4515,6603,1346,5190,9044,213,824,6956,2568,7309,7986,2730,2890,2637,20,320,2185,4540,13536,3183,2167,9668,1824,709,617,1557,399,12666,2336
"G3600150","1980","A","1","2","New York","36","2335","Chemung","015",,,,,,,"03",,,,"CHEMUNG COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",28554,6729,2165,142,3334,5204,1156,4030,6014,241,1025,4215,600,4525,3879,1824,1580,555,7,37,1340,2378,8826,2223,1863,6217,1303,517,269,932,268,8939,2000
"G3600170","1980","A","1","2","New York","36",,"Chenango","017",,,,,,,"06",,,,"CHENANGO COUNTY",,,,,,"1","1","1","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1",14079,3483,1985,243,1561,2203,536,1435,3034,128,190,2096,1483,2427,2910,917,861,1380,22,7,889,2775,3937,1096,632,2858,716,203,284,445,99,3837,656
"G3600190","1980","A","1","2","New York","36",,"Clinton","019",,,,,,,"07",,,,"CLINTON COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",16088,7644,1817,208,2116,3596,650,2453,4026,154,1192,3381,1184,2948,1675,1304,1037,1159,11,31,1292,2927,1309,1772,749,4809,699,281,346,741,169,6554,2915
"G3600210","1980","A","1","2","New York","36",,"Columbia","021",,,,,,,"09",,,,"COLUMBIA COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",16203,5130,2127,187,2205,3125,519,1960,3505,138,351,2766,1351,2914,2372,1305,1104,1506,15,57,1399,2426,2262,1892,867,3392,839,367,315,604,181,5679,1893
"G3600230","1980","A","1","2","New York","36",,"Cortland","023",,,,,,,"04",,,,"CORTLAND COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","1","1","1","0","0","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",13460,3963,1708,146,1594,2553,422,1531,2746,150,382,2350,1132,2117,2889,781,657,1135,20,20,715,1234,4493,824,654,2889,546,311,199,710,118,4679,758
"G3600250","1980","A","1","2","New York","36",,"Delaware","025",,,,,,,"06",,,,"DELAWARE COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",10916,3897,2341,282,1326,2126,442,1294,2203,162,195,1836,1675,2326,2256,1004,620,1620,16,41,1043,1341,3382,1013,515,2173,578,175,218,591,95,4041,640
"G3600270","1980","A","1","2","New York","36","6460","Dutchess","027",,,,,,,"09",,,,"DUTCHESS COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",75312,19802,5284,343,10441,18184,5614,8658,15680,498,2476,12652,1725,11645,6927,3349,2623,1600,32,201,4808,6296,22936,5877,2465,14261,3994,2239,1013,2309,815,26913,4865
"G3600290","1980","A","1","2","New York","36","1280","Erie","029",,,,,,,"A",,,,"ERIE COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",309941,73998,17601,1135,38126,53878,12361,42851,71612,1244,6774,47002,2838,48670,41690,18165,17482,2603,37,241,14497,32075,71721,29232,18930,71849,22468,9717,4786,9287,4025,93997,17774
"G3600310","1980","A","1","2","New York","36",,"Essex","031",,,,,,,"07",,,,"ESSEX COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1",7920,3083,1139,112,1165,1703,250,938,1797,123,347,1687,423,1529,904,687,670,362,35,231,805,1354,624,622,305,1966,492,153,140,770,242,3101,1013
"G3600330","1980","A","1","2","New York","36",,"Franklin","033",,,,,,,"07",,,,"FRANKLIN COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1",9134,4395,1559,195,1137,2090,330,1140,2157,118,295,2336,1147,1643,1240,876,699,1005,25,12,740,1115,1378,651,403,2396,436,218,202,603,119,4606,1345
"G3600350","1980","A","1","2","New York","36",,"Fulton","035",,,,,,,"05",,,,"FULTON COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",15970,3756,1462,99,1581,2153,423,1725,3052,113,294,2165,442,2764,4206,944,1304,354,4,5,780,5621,2913,1055,665,2956,661,193,187,568,92,4141,1066
"G3600370","1980","A","1","2","New York","36",,"Genesee","037",,,,,,,"02",,,,"GENESEE COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","1","0","0","1","0","0","0","0","0","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",18351,4389,1558,115,1790,2718,610,2078,3737,86,466,2629,1287,3420,3298,1278,963,1404,18,87,1015,1786,5906,1374,934,3639,609,211,245,677,465,4944,1090
"G3600390","1980","A","1","2","New York","36",,"Greene","039",,,,,,,"09",,,,"GREENE COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",9212,3872,1338,139,1166,1528,398,1050,2317,59,366,2010,430,2251,1296,1088,549,440,14,16,936,773,2192,1545,338,2115,554,216,239,778,215,2686,1472
"G3600410","1980","A","1","2","New York","36",,"Hamilton","041",,,,,,,"05",,,,"HAMILTON COUNTY",,,,,,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1",753,584,233,25,191,216,12,118,179,4,28,179,82,223,112,144,95,11,14,37,175,79,191,96,27,250,44,3,27,111,22,307,189
"G3600430","1980","A","1","2","New York","36","8680","Herkimer","043",,,,,,,"D",,,,"HERKIMER COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","0","0","0","1","0","0","0","0","0","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",18426,4595,2269,296,1755,2907,832,2014,3609,145,389,2595,1374,3220,4740,922,1006,1339,15,27,1005,3015,6239,1121,786,3512,968,303,232,580,81,5377,950
"G3600450","1980","A","1","2","New York","36",,"Jefferson","045",,,,,,,"07",,,,"JEFFERSON COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","1","1","1","1","1","0","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",21278,6699,2911,396,2440,3745,744,2601,4498,184,499,3881,2149,4160,3373,1752,1241,2122,13,77,1526,2714,4282,1948,939,4930,1317,286,348,906,259,7134,2384
"G3600470","1980","B","1","2","New York","36","5600","Kings","047",,,,"70",,,"G",,,,"KINGS COUNTY",,,,,,"1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",552360,143745,28971,1561,69491,82657,16461,62113,198994,6297,17393,80894,1602,69991,64317,28377,27962,799,72,263,21593,85935,46991,76360,34124,90847,97436,31888,9394,23293,6509,162898,36673
"G3600490","1980","A","1","2","New York","36",,"Lewis","049",,,,,,,"07",,,,"LEWIS COUNTY",,,,,,"1","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1",5176,2044,1487,215,537,975,213,553,821,88,80,987,1484,1150,1052,542,424,1389,73,23,476,1647,721,349,282,1027,134,47,81,289,32,1911,436
"G3600510","1980","A","1","2","New York","36","6840","Livingston","051",,,,,,,"02",,,,"LIVINGSTON COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","1","0","1","1","1","0","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",15523,5985,1674,171,1698,3187,563,1833,3456,152,297,3173,1128,3020,2849,1033,931,1176,18,277,1030,1770,4349,1256,664,3365,568,314,238,580,177,6567,998
"G3600530","1980","A","1","2","New York","36","8160","Madison","053",,,,,,,"C",,,,"MADISON COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","1","1","0","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",17190,5056,2334,195,1961,3254,794,2143,3655,137,321,2930,1613,3086,2554,1283,883,1651,6,73,1396,1492,4328,1278,1119,3841,831,375,324,597,164,6305,863
"G3600550","1980","A","1","2","New York","36","6840","Monroe","055",,,,,,,"B",,,,"MONROE COUNTY",,,,,,"1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",254374,39928,13083,699,30775,49294,13349,28324,57149,1007,4442,31352,2136,36128,34761,8318,8707,1855,19,130,9129,17473,95385,13040,10152,46335,15247,7744,2895,6369,3072,70017,9329
"G3600570","1980","A","1","2","New York","36","0160","Montgomery","057",,,,,,,"05",,,,"MONTGOMERY COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","1","1","0","1","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",15690,4044,1638,200,1475,1977,654,1658,3580,110,300,2315,1091,2781,3500,1046,1072,1122,2,24,911,4696,3261,1358,773,2555,652,278,243,499,82,3803,1344
"G3600590","1980","A","1","2","New York","36","5380","Nassau","059",,,,"70",,,"G",,,,"NASSAU COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",456581,102085,35698,1901,89161,92433,13851,77274,129535,3688,15782,46160,4584,62686,24606,17880,16988,3372,172,260,24791,43736,50762,59575,36400,96978,55822,25879,8804,13537,9859,134046,30648
"G3600610","1980","B","1","2","New York","36","5600","New York","061",,,,"70",,,"G",,,,"NEW YORK COUNTY",,,,,,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",487476,81001,53279,1435,103662,166552,16513,58712,110981,6332,6383,66658,998,25775,37715,11149,11154,881,57,541,8156,79437,23785,40905,27054,74788,66504,52011,3718,23860,25728,168853,23909
"G3600630","1980","A","1","2","New York","36","1280","Niagara","063",,,,,,,"A",,,,"NIAGARA COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",73268,12693,4304,359,7045,9272,2927,7922,13832,363,1615,11200,1568,13027,13481,3981,4508,1584,10,53,3661,10516,22400,5086,2570,14977,2934,1656,1073,2545,815,17410,3562
"G3600650","1980","A","1","2","New York","36","8680","Oneida","065",,,,,,,"D",,,,"ONEIDA COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",65658,21577,5978,479,8127,13257,3057,8697,16345,452,1645,12855,2211,10821,9132,3367,3212,2032,41,128,3458,4462,17284,4859,3239,15135,4990,1744,1309,2585,545,25293,6294
"G3600670","1980","A","1","2","New York","36","8160","Onondaga","067",,,,,,,"C",,,,"ONONDAGA COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",149985,34511,9499,417,20588,28899,6557,20396,39591,650,3044,20588,1686,20746,15464,7250,6167,1572,18,242,7547,12025,31628,14372,10537,30541,14454,5222,2187,5091,1719,48125,8387
"G3600690","1980","A","1","2","New York","36","6840","Ontario","069",,,,,,,"02",,,,"ONTARIO COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","1","1","1","1","1","0","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",28113,6677,2700,160,3285,4932,1279,3519,5294,185,514,4623,1390,5068,4048,1677,1337,1445,10,32,1801,3403,7024,1935,1486,5985,1404,597,466,959,627,9052,1337
"G3600710","1980","A","1","2","New York","36","5660","Orange","071",,,,,,,"09",,,,"ORANGE COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",69633,22230,5909,468,9790,13265,2788,9885,16376,460,3124,10833,1826,12557,8327,4704,3948,1745,14,157,5030,9712,9984,8522,4061,16290,5202,2485,1211,2627,740,24188,5950
"G3600730","1980","A","1","2","New York","36","6840","Orleans","073",,,,,,,"01",,,,"ORLEANS COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",11152,2821,1106,84,837,1449,338,995,2012,84,240,1562,1012,2467,2750,862,652,1044,0,22,640,1280,4546,597,466,1866,385,144,138,249,49,3045,808
"G3600750","1980","A","1","2","New York","36","8160","Oswego","075",,,,,,,"C",,,,"OSWEGO COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","0","0","1","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",28290,8890,2571,221,2712,4562,1009,3176,5838,170,660,4414,916,6683,4865,2514,2011,829,16,38,2800,4598,6919,3266,1283,5918,1393,506,597,899,252,8998,1731
"G3600770","1980","A","1","2","New York","36",,"Otsego","077",,,,,,,"06",,,,"OTSEGO COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","1","0","1","0","0","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",14696,4954,2616,301,1772,3143,662,1975,3241,179,366,3231,1879,2500,1856,979,719,1773,21,11,1143,1181,2409,1305,709,3732,953,189,335,798,195,6965,830
"G3600790","1980","A","1","2","New York","36","5600","Putnam","079",,,,"70",,,"09",,,,"PUTNAM COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","0","1","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",23903,6126,1779,117,3865,5121,1159,3466,6135,97,1139,2606,245,4608,1306,1215,980,255,12,37,2257,2706,3230,3310,1575,4985,1996,1125,378,636,338,7242,1795
"G3600810","1980","B","1","2","New York","36","5600","Queens","081",,,,"70",,,"G",,,,"QUEENS COUNTY",,,,,,"1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",597588,123033,31707,1656,87341,86855,19347,70622,203836,4181,17692,77384,2129,75429,52313,28661,23834,1313,24,508,24093,80110,52121,89229,43107,107220,87541,37276,10045,23426,8219,149752,36188
"G3600830","1980","A","1","2","New York","36","0160","Rensselaer","083",,,,,,,"F",,,,"RENSSELAER COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",40860,16774,3215,143,5209,7737,2410,4750,14198,268,1168,6641,900,6769,4579,2975,2199,778,10,25,2607,5471,5805,4386,2433,8618,3190,1326,669,1412,418,15247,8300
"G3600850","1980","B","1","2","New York","36","5600","Richmond","085",,,,"70",,,"G",,,,"RICHMOND COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",97509,32448,4943,279,16396,17126,3773,12337,35671,293,7028,12078,604,14101,4916,5755,4467,259,19,146,5269,8068,5107,18274,4939,16474,23253,4710,1575,2257,945,31615,11759
"G3600870","1980","A","1","2","New York","36","5600","Rockland","087",,,,"70",,,"G",,,,"ROCKLAND COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",81587,23627,5769,338,15537,19969,3116,12940,19949,489,3309,11861,593,11741,5464,2973,3177,547,7,237,4598,12693,9045,8696,5999,16998,6204,4171,1274,2473,1158,31649,5343
"G3600890","1980","A","1","2","New York","36",,"St Lawrence","089",,,,,,,"07",,,,"ST. LAWRENCE COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",23607,9780,3623,469,2764,5432,846,2885,5016,300,543,6066,2522,5165,2702,1801,1401,2291,59,490,1604,1794,4953,2012,962,6068,1026,277,414,1029,171,12474,1811
"G3600910","1980","A","1","2","New York","36","0160","Saratoga","091",,,,,,,"F",,,,"SARATOGA COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",43516,13568,3770,276,6631,9969,2135,6348,10937,249,841,6253,972,6653,4165,2628,1820,871,16,35,2742,5583,7388,3318,2395,10348,2866,2175,744,1473,706,14064,5740
"G3600930","1980","A","1","2","New York","36","0160","Schenectady","093",,,,,,,"F",,,,"SCHENECTADY COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",44962,13391,2999,143,6235,9624,2460,5888,12726,200,1037,6906,296,6435,4250,2088,1844,259,6,38,2125,2500,11836,3082,1939,10229,2961,3646,767,1538,581,14144,5789
"G3600950","1980","A","1","2","New York","36",,"Schoharie","095",,,,,,,"06",,,,"SCHOHARIE COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","1","1","0","0","0","0","0","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",6242,2671,1275,113,735,1219,231,762,1520,62,144,1180,995,1431,963,604,451,978,7,32,719,601,1384,508,318,1595,267,167,156,262,54,2491,708
"G3600970","1980","A","1","2","New York","36",,"Schuyler","097",,,,,,,"03",,,,"SCHUYLER COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",4557,1404,662,75,361,719,215,447,989,70,129,821,466,1008,717,385,276,513,3,14,343,520,1559,271,148,784,180,73,87,192,31,1666,317
"G3600990","1980","A","1","2","New York","36",,"Seneca","099",,,,,,,"02",,,,"SENECA COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","1","0","1","1","0","0","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",8957,3611,994,89,1061,1686,449,951,2079,57,162,1807,624,1984,1455,649,614,631,7,30,544,607,3353,490,452,1731,377,130,201,305,72,3688,1067
"G3601010","1980","A","1","2","New York","36",,"Steuben","101",,,,,,,"03",,,,"STEUBEN COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","1","0","0","1","0","0","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",27011,7240,3005,281,2930,4833,1248,2812,5547,280,495,3890,1925,5147,4700,1897,1454,1903,22,34,1687,2165,11053,1907,835,5310,970,450,328,1094,158,8033,1596
"G3601030","1980","A","1","2","New York","36","5380","Suffolk","103",,,,"70",,,"G",,,,"SUFFOLK COUNTY",,,,,,"1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",368887,111173,27111,1674,58763,74236,15878,54585,93436,2188,15095,49106,6785,68520,31748,21087,16531,5091,1350,285,26596,30502,66844,48102,24572,79239,33953,19990,7746,10057,5312,116791,31058
"G3601050","1980","A","1","2","New York","36",,"Sullivan","105",,,,,,,"09",,,,"SULLIVAN COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",15329,5058,2316,210,2325,3183,398,1674,3487,108,715,4229,722,3054,990,1235,858,796,22,47,1474,768,1202,1807,1002,3228,986,362,413,3221,250,5847,1454
"G3601070","1980","A","1","2","New York","36","0960","Tioga","107",,,,,,,"03",,,,"TIOGA COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","1","0","1","1","0","0","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",15535,3154,1526,110,1880,3155,902,1396,2911,103,163,2024,853,2451,2996,833,664,797,20,3,837,1003,7289,832,666,2834,520,379,156,451,97,3895,594
"G3601090","1980","A","1","2","New York","36",,"Tompkins","109",,,,,,,"03",,,,"TOMPKINS COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",27889,7290,2533,168,3766,8599,2486,2877,6592,173,417,5214,967,3245,2131,809,752,1017,7,179,1185,889,4421,1283,569,5753,1322,570,300,1044,249,18216,847
"G3601110","1980","A","1","2","New York","36",,"Ulster","111",,,,,,,"09",,,,"ULSTER COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",46637,11951,4581,354,5979,9930,2705,5598,9373,367,1446,7634,1345,7907,5876,2972,2150,1413,28,99,3299,4082,12688,3900,2151,10320,2785,1379,839,2811,646,13723,3271
"G3601130","1980","A","1","2","New York","36","2975","Warren","113",,,,,,,"08",,,,"WARREN COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","1","0","1","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1",14361,4121,1651,62,2130,3063,555,2258,3121,159,302,2520,288,2240,1650,1000,879,111,17,158,1268,2254,2064,975,523,3886,1229,230,236,875,320,4886,1165
"G3601150","1980","A","1","2","New York","36","2975","Washington","115",,,,,,,"08",,,,"WASHINGTON COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",13635,3931,2116,165,1316,1981,458,1475,2542,118,561,2150,1577,2651,3162,1010,851,1587,2,56,1021,2781,3315,705,670,2828,636,187,309,439,97,3891,1327
"G3601170","1980","A","1","2","New York","36","6840","Wayne","117",,,,,,,"01",,,,"WAYNE COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",25326,6062,2534,183,2335,4130,1088,2411,4986,126,472,3481,1680,5085,4360,1943,1471,1776,30,31,1615,3487,9027,1484,961,4551,883,512,378,807,139,7168,1105
"G3601190","1980","A","1","2","New York","36","5600","Westchester","119",,,,"70",,,"G",,,,"WESTCHESTER COUNTY",,,,,,"1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",293329,61751,24556,1366,59770,71263,11281,41864,78347,3909,8104,32565,2948,34619,15967,10094,9493,2485,78,638,16707,34944,32918,28975,21456,52875,31118,19238,4223,12054,5154,100667,16087
"G3601210","1980","A","1","2","New York","36",,"Wyoming","121",,,,,,,"02",,,,"WYOMING COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",10081,3069,1609,179,898,1490,379,1070,1830,97,416,1472,1492,2020,2206,941,584,1538,2,45,890,1377,2979,879,452,1763,459,99,155,404,105,2845,908
"G3601230","1980","A","1","2","New York","36",,"Yates","123",,,,,,,"02",,,,"YATES COUNTY",,,,,,"1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1",5949,1429,899,56,497,825,200,589,1159,69,109,909,989,1298,770,530,291,1076,0,20,547,792,857,699,196,1052,179,64,187,241,44,2019,333
"G3700010","1980","A","3","5","North Carolina","37","1300","Alamance","001",,,,,,,"03",,,,"ALAMANCE COUNTY",,,,,,"1","1","1","1","1","0","0","1","0","0","0","1","1","1","1","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",37848,5321,2850,155,4027,4205,1166,3700,6933,257,493,3524,923,6528,10054,2007,2338,871,8,44,2315,14970,5856,2213,1690,6147,1338,669,440,1335,308,6806,1260
