b,dgp_num,T_0,estimator,true_te,rel_year,estimate,std.error,ci_lower,ci_upper,selected_p
79,6,4,QLD ($p$ estimated),1,0,-0.7133721078957694,1.6321137228713585,-3.9123150047236313,2.4855707889320926,2
80,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.9049566707145296,0.20432032561385163,3.5044888325113805,4.305424508917679,NA
80,6,4,QLD ($p$ known),1,0,0.6926112185043732,0.8399597817839713,-0.9537099537922106,2.338932390800957,2
80,6,4,QLD ($p$ estimated),1,0,0.6926112185043732,0.8399597817839713,-0.9537099537922106,2.338932390800957,2
81,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.013355174970886,0.2162491627439903,3.5895068159926646,4.4372035339491065,NA
81,6,4,QLD ($p$ known),1,0,0.33244457936153804,0.7160363372979657,-1.0709866417424747,1.7358758004655508,2
81,6,4,QLD ($p$ estimated),1,0,0.33244457936153804,0.7160363372979657,-1.0709866417424747,1.7358758004655508,2
82,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.6916687602533846,0.1880821450784256,3.3230277558996706,4.060309764607099,NA
82,6,4,QLD ($p$ known),1,0,0.312585762801162,1.3002680874430816,-2.235939688587278,2.8611112141896022,2
82,6,4,QLD ($p$ estimated),1,0,0.312585762801162,1.3002680874430816,-2.235939688587278,2.8611112141896022,2
83,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.5999528708268103,0.19277987953456924,3.2221043069390545,3.977801434714566,NA
83,6,4,QLD ($p$ known),1,0,0.8185781963473457,0.681123666024652,-0.5164241890609722,2.153580581755664,2
83,6,4,QLD ($p$ estimated),1,0,0.8185781963473457,0.681123666024652,-0.5164241890609722,2.153580581755664,2
84,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.703884592801153,0.22607826120077135,3.260771200847641,4.146997984754664,NA
84,6,4,QLD ($p$ known),1,0,2.3794420441876016,1.814622605463344,-1.1772182625205525,5.936102350895755,2
84,6,4,QLD ($p$ estimated),1,0,2.3794420441876016,1.814622605463344,-1.1772182625205525,5.936102350895755,2
85,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.8624082431662057,0.1987528080104125,3.472852739465797,4.251963746866614,NA
85,6,4,QLD ($p$ known),1,0,1.2162388413764558,3.793366725261889,-6.218759940136847,8.651237622889758,2
85,6,4,QLD ($p$ estimated),1,0,1.2162388413764558,3.793366725261889,-6.218759940136847,8.651237622889758,2
86,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.943012505555069,0.1954831033639513,3.559865622961724,4.326159388148413,NA
86,6,4,QLD ($p$ known),1,0,3.0716351155007713,2.1837423007488193,-1.2084997939669142,7.351770024968457,2
86,6,4,QLD ($p$ estimated),1,0,3.0716351155007713,2.1837423007488193,-1.2084997939669142,7.351770024968457,2
87,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.880377851762493,0.21065977924656484,3.467484684439226,4.29327101908576,NA
87,6,4,QLD ($p$ known),1,0,2.150251488392993,1.174119179952524,-0.1510221043139537,4.451525081099939,2
87,6,4,QLD ($p$ estimated),1,0,2.150251488392993,1.174119179952524,-0.1510221043139537,4.451525081099939,2
88,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.22945510443623,0.2050530104736059,3.827551203907962,4.631359004964498,NA
88,6,4,QLD ($p$ known),1,0,0.3250829650911958,0.968438217538213,-1.5730559412837015,2.223221871466093,2
88,6,4,QLD ($p$ estimated),1,0,0.3250829650911958,0.968438217538213,-1.5730559412837015,2.223221871466093,2
89,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.1452880954451725,0.21233877674062177,3.7291040930335537,4.561472097856791,NA
89,6,4,QLD ($p$ known),1,0,0.619270260728548,0.823239397510051,-0.994278958391152,2.232819479848248,2
89,6,4,QLD ($p$ estimated),1,0,0.619270260728548,0.823239397510051,-0.994278958391152,2.232819479848248,2
90,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.500929514978853,0.22416851844773833,4.0615592188212855,4.94029981113642,NA
90,6,4,QLD ($p$ known),1,0,0.2531361388276359,2.244130980352601,-4.145360582663462,4.651632860318734,2
90,6,4,QLD ($p$ estimated),1,0,0.2531361388276359,2.244130980352601,-4.145360582663462,4.651632860318734,2
91,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.9180614589842,0.23904044587116977,3.449542185076707,4.386580732891693,NA
91,6,4,QLD ($p$ known),1,0,0.387989175397964,0.6168382696076969,-0.8210138330331218,1.59699218382905,2
91,6,4,QLD ($p$ estimated),1,0,0.387989175397964,0.6168382696076969,-0.8210138330331218,1.59699218382905,2
92,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.341702399636008,0.1966159322257124,3.956335172473611,4.727069626798404,NA
92,6,4,QLD ($p$ known),1,0,3.0760219834473888,2.1333367184208822,-1.1053179846575405,7.257361951552317,2
92,6,4,QLD ($p$ estimated),1,0,3.0760219834473888,2.1333367184208822,-1.1053179846575405,7.257361951552317,2
93,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.9482493746379146,0.21399683072875852,3.528815586409548,4.367683162866281,NA
93,6,4,QLD ($p$ known),1,0,1.1532674900661255,0.8589475029037311,-0.5302696156251874,2.8368045957574384,2
93,6,4,QLD ($p$ estimated),1,0,1.1532674900661255,0.8589475029037311,-0.5302696156251874,2.8368045957574384,2
94,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.11179578514039,0.2182943930100484,3.683938774840695,4.539652795440085,NA
94,6,4,QLD ($p$ known),1,0,1.1943014247006678,2.467077950345128,-3.641171357975783,6.029774207377119,2
94,6,4,QLD ($p$ estimated),1,0,1.1943014247006678,2.467077950345128,-3.641171357975783,6.029774207377119,2
95,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.925538703521066,0.1963155611584426,3.540760203650518,4.310317203391612,NA
95,6,4,QLD ($p$ known),1,0,0.433840684509081,0.631291053318552,-0.8034897799952809,1.6711711490134429,2
95,6,4,QLD ($p$ estimated),1,0,0.433840684509081,0.631291053318552,-0.8034897799952809,1.6711711490134429,2
96,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.553488378024046,0.19504223302987175,3.1712056012854974,3.935771154762594,NA
96,6,4,QLD ($p$ known),1,0,-0.03358039434243647,0.8513705251289129,-1.7022666235951056,1.6351058349102328,2
96,6,4,QLD ($p$ estimated),1,0,-0.03358039434243647,0.8513705251289129,-1.7022666235951056,1.6351058349102328,2
97,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.6981360082476016,0.21970781286910956,3.267508695024147,4.128763321471056,NA
97,6,4,QLD ($p$ known),1,0,-0.0830584184592775,1.3185650520082128,-2.6674459203953744,2.50132908347682,2
97,6,4,QLD ($p$ estimated),1,0,-0.0830584184592775,1.3185650520082128,-2.6674459203953744,2.50132908347682,2
98,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.884601139693178,0.1858008681536492,3.520431438112025,4.248770841274331,NA
98,6,4,QLD ($p$ known),1,0,-1.2937163278985635,1.0660390422873425,-3.3831528507817543,0.7957201949846269,2
98,6,4,QLD ($p$ estimated),1,0,-1.2937163278985635,1.0660390422873425,-3.3831528507817543,0.7957201949846269,2
99,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.803034448441791,0.19728991202989704,3.416346220863193,4.18972267602039,NA
99,6,4,QLD ($p$ known),1,0,-0.5292659566292945,0.9048601729386816,-2.3027918955891105,1.2442599823305216,2
99,6,4,QLD ($p$ estimated),1,0,-0.5292659566292945,0.9048601729386816,-2.3027918955891105,1.2442599823305216,2
100,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.908509199674474,0.18262484220156655,3.550564508959403,4.266453890389545,NA
100,6,4,QLD ($p$ known),1,0,0.2746276256896491,1.3413375339735505,-2.3543939408985093,2.9036491922778076,2
100,6,4,QLD ($p$ estimated),1,0,0.2746276256896491,1.3413375339735505,-2.3543939408985093,2.9036491922778076,2
101,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.0212422102455845,0.19737321481864345,3.634390709201043,4.4080937112901255,NA
101,6,4,QLD ($p$ known),1,0,1.8404059863329032,1.287974961784088,-0.6840249387639095,4.364836911429716,2
101,6,4,QLD ($p$ estimated),1,0,1.8404059863329032,1.287974961784088,-0.6840249387639095,4.364836911429716,2
102,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.900788685681545,0.20075776567812104,3.5073034649524275,4.294273906410662,NA
102,6,4,QLD ($p$ known),1,0,1.3271232118789067,0.8108087118128098,-0.26206186327420045,2.916308287032014,2
102,6,4,QLD ($p$ estimated),1,0,1.3271232118789067,0.8108087118128098,-0.26206186327420045,2.916308287032014,2
103,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.864846484384465,0.20322566437651257,3.4665241822065003,4.26316878656243,NA
103,6,4,QLD ($p$ known),1,0,-0.04719643292453211,1.3392225078001183,-2.6720725482127645,2.5776796823637,2
103,6,4,QLD ($p$ estimated),1,0,-0.04719643292453211,1.3392225078001183,-2.6720725482127645,2.5776796823637,2
104,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.082317998817733,0.20582040653879535,3.678910002001694,4.485725995633772,NA
104,6,4,QLD ($p$ known),1,0,1.9206725792893853,1.7274550981101908,-1.4651394130065885,5.306484571585359,2
104,6,4,QLD ($p$ estimated),1,0,1.9206725792893853,1.7274550981101908,-1.4651394130065885,5.306484571585359,2
105,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.9027808697355546,0.2048886715508769,3.501199073495836,4.304362665975273,NA
105,6,4,QLD ($p$ known),1,0,0.4222687178809518,1.1110268727789046,-1.7553439527657009,2.5998813885276046,2
105,6,4,QLD ($p$ estimated),1,0,0.4222687178809518,1.1110268727789046,-1.7553439527657009,2.5998813885276046,2
106,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.189900561115143,0.2015255000014896,3.794910581112224,4.584890541118063,NA
106,6,4,QLD ($p$ known),1,0,2.23561511487901,0.981672739462704,0.31153654553210997,4.1596936842259105,2
106,6,4,QLD ($p$ estimated),1,0,2.23561511487901,0.981672739462704,0.31153654553210997,4.1596936842259105,2
107,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.8812551352003033,0.2048961398957886,3.4796587010045577,4.282851569396049,NA
107,6,4,QLD ($p$ known),1,0,-0.04338907860987433,0.9188016667751538,-1.844240345489176,1.7574621882694272,2
107,6,4,QLD ($p$ estimated),1,0,-0.04338907860987433,0.9188016667751538,-1.844240345489176,1.7574621882694272,2
108,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.287318892400808,0.2154624289861371,3.865012531587979,4.709625253213637,NA
108,6,4,QLD ($p$ known),1,0,-0.334812135000047,1.3286221955517037,-2.938911638281386,2.269287368281292,2
108,6,4,QLD ($p$ estimated),1,0,-0.334812135000047,1.3286221955517037,-2.938911638281386,2.269287368281292,2
109,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.960416402146951,0.19163547845027465,3.5848108643844125,4.3360219399094895,NA
109,6,4,QLD ($p$ known),1,0,0.9403002522822558,0.6602334503813692,-0.35375731046522774,2.2343578150297394,2
109,6,4,QLD ($p$ estimated),1,0,0.9403002522822558,0.6602334503813692,-0.35375731046522774,2.2343578150297394,2
110,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.118317720383429,0.1870852602785042,3.751630610237561,4.485004830529297,NA
110,6,4,QLD ($p$ known),1,0,0.718231769614142,0.7331044008535611,-0.7186528560588377,2.1551163952871217,2
110,6,4,QLD ($p$ estimated),1,0,0.718231769614142,0.7331044008535611,-0.7186528560588377,2.1551163952871217,2
111,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.919972164834663,0.2142319238825401,3.5000775940248845,4.339866735644441,NA
111,6,4,QLD ($p$ known),1,0,-0.04046198177172652,0.9611976444879954,-1.9244093649681973,1.8434854014247444,2
111,6,4,QLD ($p$ estimated),1,0,-0.04046198177172652,0.9611976444879954,-1.9244093649681973,1.8434854014247444,2
112,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.5581370378149293,0.20492553961140655,3.1564829801765724,3.9597910954532862,NA
112,6,4,QLD ($p$ known),1,0,0.4616132497330467,1.390304757931758,-2.263384075813199,3.186610575279292,2
112,6,4,QLD ($p$ estimated),1,0,0.4616132497330467,1.390304757931758,-2.263384075813199,3.186610575279292,2
113,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.067079646638788,0.20279789381446184,3.6695957747624433,4.464563518515134,NA
113,6,4,QLD ($p$ known),1,0,0.2962700898914038,1.4871762800231192,-2.61859541895391,3.2111355987367176,2
113,6,4,QLD ($p$ estimated),1,0,0.2962700898914038,1.4871762800231192,-2.61859541895391,3.2111355987367176,2
114,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.153516389910969,0.20407496092472716,3.753529466498504,4.553503313323434,NA
114,6,4,QLD ($p$ known),1,0,-1.149735691331469,0.9094220451964022,-2.932202899916417,0.6327315172534795,2
114,6,4,QLD ($p$ estimated),1,0,-1.149735691331469,0.9094220451964022,-2.932202899916417,0.6327315172534795,2
115,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.339573185890656,0.2078834323435956,3.932121658497209,4.7470247132841035,NA
115,6,4,QLD ($p$ known),1,0,-0.6476938890390425,1.8461653291511453,-4.266177934175287,2.970790156097202,2
115,6,4,QLD ($p$ estimated),1,0,-0.6476938890390425,1.8461653291511453,-4.266177934175287,2.970790156097202,2
116,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.031423219558308,0.22441089213165433,3.5915778709802653,4.471268568136351,NA
116,6,4,QLD ($p$ known),1,0,0.793957105155025,0.8303232531800345,-0.8334764710778425,2.4213906813878925,2
116,6,4,QLD ($p$ estimated),1,0,0.793957105155025,0.8303232531800345,-0.8334764710778425,2.4213906813878925,2
117,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.9568801758909142,0.2237087442986576,3.5184110370655457,4.395349314716284,NA
117,6,4,QLD ($p$ known),1,0,0.4933720361835926,1.4204627356415085,-2.2907349256737635,3.2774789980409484,2
117,6,4,QLD ($p$ estimated),1,0,0.4933720361835926,1.4204627356415085,-2.2907349256737635,3.2774789980409484,2
118,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.8468203070679183,0.2176752337477049,3.420176848922418,4.27346376521342,NA
118,6,4,QLD ($p$ known),1,0,1.073131187684688,0.6773807344144993,-0.2545350517677305,2.400797427137107,2
118,6,4,QLD ($p$ estimated),1,0,1.073131187684688,0.6773807344144993,-0.2545350517677305,2.400797427137107,2
119,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.5250742609831605,0.2029804849291592,3.1272325105220085,3.922916011444313,NA
119,6,4,QLD ($p$ known),1,0,0.1725246268712223,0.46133535596347514,-0.731692670817189,1.0767419245596337,2
119,6,4,QLD ($p$ estimated),1,0,0.1725246268712223,0.46133535596347514,-0.731692670817189,1.0767419245596337,2
120,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.869741239738104,0.2139759910695338,3.450348297241818,4.28913418223439,NA
120,6,4,QLD ($p$ known),1,0,0.37408475191479384,1.7380576009510151,-3.032508145949196,3.780677649778783,2
120,6,4,QLD ($p$ estimated),1,0,0.37408475191479384,1.7380576009510151,-3.032508145949196,3.780677649778783,2
121,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.974301654374728,0.2141592585966068,3.5545495075253783,4.394053801224077,NA
121,6,4,QLD ($p$ known),1,0,0.4767816236572054,0.8065821868784776,-1.1041194626246107,2.0576827099390216,2
121,6,4,QLD ($p$ estimated),1,0,0.4767816236572054,0.8065821868784776,-1.1041194626246107,2.0576827099390216,2
122,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.6891532702241743,0.20247975858438913,3.292292943398772,4.086013597049577,NA
122,6,4,QLD ($p$ known),1,0,1.602001152127961,0.9789817987280046,-0.31680317337892827,3.5208054776348496,2
122,6,4,QLD ($p$ estimated),1,0,1.602001152127961,0.9789817987280046,-0.31680317337892827,3.5208054776348496,2
123,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.271456842650973,0.21448622525935152,3.851063841142643,4.691849844159302,NA
123,6,4,QLD ($p$ known),1,0,1.3143885611722843,1.1069670954634276,-0.8552669459360338,3.4840440682806024,2
123,6,4,QLD ($p$ estimated),1,0,1.3143885611722843,1.1069670954634276,-0.8552669459360338,3.4840440682806024,2
124,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.032752510161189,0.20025925656471907,3.64024436729434,4.4252606530280385,NA
124,6,4,QLD ($p$ known),1,0,0.8723724670708825,0.7359752857285362,-0.5701390929570486,2.3148840270988136,2
124,6,4,QLD ($p$ estimated),1,0,0.8723724670708825,0.7359752857285362,-0.5701390929570486,2.3148840270988136,2
125,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.7303710689651854,0.2010711040336329,3.336271705059265,4.124470432871106,NA
125,6,4,QLD ($p$ known),1,0,1.111051923645541,0.920542714577403,-0.6932117969261689,2.9153156442172508,2
125,6,4,QLD ($p$ estimated),1,0,1.111051923645541,0.920542714577403,-0.6932117969261689,2.9153156442172508,2
126,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.9054823452406082,0.18587631678515465,3.541164764341705,4.269799926139511,NA
126,6,4,QLD ($p$ known),1,0,-1.856101837275406,2.429990940722593,-6.618884081091688,2.9066804065408753,2
126,6,4,QLD ($p$ estimated),1,0,-1.856101837275406,2.429990940722593,-6.618884081091688,2.9066804065408753,2
127,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.265039971274255,0.2228978659515997,3.8281601540091192,4.7019197885393895,NA
127,6,4,QLD ($p$ known),1,0,0.5273720144431245,0.9031943995593974,-1.2428890086932944,2.2976330375795433,2
127,6,4,QLD ($p$ estimated),1,0,0.5273720144431245,0.9031943995593974,-1.2428890086932944,2.2976330375795433,2
128,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.0023547452408295,0.18559899095167431,3.638580722975548,4.366128767506111,NA
128,6,4,QLD ($p$ known),1,0,-0.6021728248425189,0.8026151322611234,-2.175298484074321,0.9709528343892828,2
128,6,4,QLD ($p$ estimated),1,0,-0.6021728248425189,0.8026151322611234,-2.175298484074321,0.9709528343892828,2
129,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.231623922100692,0.19522318552865897,3.84898647846452,4.614261365736863,NA
129,6,4,QLD ($p$ known),1,0,0.9401311966515744,1.0665325164794643,-1.1502725356481756,3.030534928951324,2
129,6,4,QLD ($p$ estimated),1,0,0.9401311966515744,1.0665325164794643,-1.1502725356481756,3.030534928951324,2
130,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.287281623028535,0.23517206048222583,3.826344384483372,4.748218861573697,NA
130,6,4,QLD ($p$ known),1,0,1.3632137533085622,0.7184448282921149,-0.04493811014398297,2.7713656167611074,2
130,6,4,QLD ($p$ estimated),1,0,1.3632137533085622,0.7184448282921149,-0.04493811014398297,2.7713656167611074,2
131,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.384293688307439,0.19023141351430367,4.0114401178194035,4.757147258795475,NA
131,6,4,QLD ($p$ known),1,0,2.319438735408465,0.901185842448338,0.5531144842097229,4.085762986607207,2
131,6,4,QLD ($p$ estimated),1,0,2.319438735408465,0.901185842448338,0.5531144842097229,4.085762986607207,2
132,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.973588149665958,0.22042016545600177,3.541564625372195,4.405611673959722,NA
132,6,4,QLD ($p$ known),1,0,0.4311383246754513,0.8846500666846221,-1.302775806026408,2.1650524553773107,2
132,6,4,QLD ($p$ estimated),1,0,0.4311383246754513,0.8846500666846221,-1.302775806026408,2.1650524553773107,2
133,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.728368143530022,0.20085016878115752,3.3347018127189534,4.122034474341091,NA
133,6,4,QLD ($p$ known),1,0,-0.48362594279702453,1.222126543409037,-2.8789939678787366,1.911742082284688,2
133,6,4,QLD ($p$ estimated),1,0,-0.48362594279702453,1.222126543409037,-2.8789939678787366,1.911742082284688,2
134,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.8783893783236594,0.18576492952794676,3.514290116448884,4.242488640198435,NA
134,6,4,QLD ($p$ known),1,0,0.8808343401660826,0.8897486958789719,-0.8630731037567022,2.6247417840888674,2
134,6,4,QLD ($p$ estimated),1,0,0.8808343401660826,0.8897486958789719,-0.8630731037567022,2.6247417840888674,2
135,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.888768886452217,0.20948311289849603,3.478181985171165,4.299355787733269,NA
135,6,4,QLD ($p$ known),1,0,2.335217940289608,1.1916585723408248,-4.328614984085988e-4,4.670868742077625,2
135,6,4,QLD ($p$ estimated),1,0,2.335217940289608,1.1916585723408248,-4.328614984085988e-4,4.670868742077625,2
136,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.5980483798798923,0.20640536617934363,3.1934938621683786,4.002602897591406,NA
136,6,4,QLD ($p$ known),1,0,0.9758172904580722,1.023686606574232,-1.0306084584274224,2.982243039343567,2
136,6,4,QLD ($p$ estimated),1,0,0.9758172904580722,1.023686606574232,-1.0306084584274224,2.982243039343567,2
137,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.684495830839611,0.21095805655547595,3.271018039990878,4.097973621688344,NA
137,6,4,QLD ($p$ known),1,0,-0.6620290240084868,1.8499633166121687,-4.287957124568337,2.963899076551364,2
137,6,4,QLD ($p$ estimated),1,0,-0.6620290240084868,1.8499633166121687,-4.287957124568337,2.963899076551364,2
138,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,4.0253506948666695,0.2465261245290485,3.5421594907897345,4.508541898943605,NA
138,6,4,QLD ($p$ known),1,0,0.6271028948128373,0.7005604654735231,-0.7459956175152679,2.0002014071409424,2
138,6,4,QLD ($p$ estimated),1,0,0.6271028948128373,0.7005604654735231,-0.7459956175152679,2.0002014071409424,2
139,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.8982841731014433,0.23197467616687217,3.4436138078143737,4.352954538388513,NA
139,6,4,QLD ($p$ known),1,0,-0.6505306612405505,0.8184905268749586,-2.254772093915469,0.9537107714343684,2
139,6,4,QLD ($p$ estimated),1,0,-0.6505306612405505,0.8184905268749586,-2.254772093915469,0.9537107714343684,2
140,6,4,TWFE with $\bm{w}_i' \bm{\beta}_t$,1,0,3.978512312557738,0.2252282390522931,3.5370649640152436,4.419959661100233,NA
